d2_move_id,source,destination,entry_kind,classification,license_status,exclusion_required,source_file_count,source_total_bytes,current_runtime_refs,current_test_refs,current_doc_refs,registry_refs,prior_ledger_members,successor_chain_required,destination_policy_root,transaction_group,plan_origin,rollback_source,rollback_destination
D2-150,data/pallet/archive/test_canonical,data/pallet/archive/superseded_runs/test_canonical,dir,SUPERSEDED_RUN,LOW,false,12,2099345,0,0,0,0,,false,data/pallet/archive/superseded_runs,D2_SUPERSEDED_RUNS,STAGE2A_PLAN,data/pallet/archive/superseded_runs/test_canonical,data/pallet/archive/test_canonical
D2-151,data/pallet/archive/test_diagnose,data/pallet/archive/superseded_runs/test_diagnose,dir,SUPERSEDED_RUN,LOW,false,12,2494246,0,0,0,0,,false,data/pallet/archive/superseded_runs,D2_SUPERSEDED_RUNS,STAGE2A_PLAN,data/pallet/archive/superseded_runs/test_diagnose,data/pallet/archive/test_diagnose
D2-152,data/pallet/archive/test_diagnose2,data/pallet/archive/superseded_runs/test_diagnose2,dir,SUPERSEDED_RUN,LOW,false,12,2395363,0,0,0,0,,false,data/pallet/archive/superseded_runs,D2_SUPERSEDED_RUNS,STAGE2A_PLAN,data/pallet/archive/superseded_runs/test_diagnose2,data/pallet/archive/test_diagnose2
D2-153,data/pallet/archive/test_diagnose3,data/pallet/archive/superseded_runs/test_diagnose3,dir,SUPERSEDED_RUN,LOW,false,12,2402277,0,0,0,0,,false,data/pallet/archive/superseded_runs,D2_SUPERSEDED_RUNS,STAGE2A_PLAN,data/pallet/archive/superseded_runs/test_diagnose3,data/pallet/archive/test_diagnose3
D2-154,data/pallet/archive/test_final_check,data/pallet/archive/superseded_runs/test_final_check,dir,SUPERSEDED_RUN,LOW,false,24,4486280,0,0,0,0,,false,data/pallet/archive/superseded_runs,D2_SUPERSEDED_RUNS,STAGE2A_PLAN,data/pallet/archive/superseded_runs/test_final_check,data/pallet/archive/test_final_check
D2-155,data/pallet/archive/test_fix_axis,data/pallet/archive/superseded_runs/test_fix_axis,dir,SUPERSEDED_RUN,LOW,false,12,2631999,0,0,0,0,,false,data/pallet/archive/superseded_runs,D2_SUPERSEDED_RUNS,STAGE2A_PLAN,data/pallet/archive/superseded_runs/test_fix_axis,data/pallet/archive/test_fix_axis
D2-156,data/pallet/archive/test_fix_scene,data/pallet/archive/superseded_runs/test_fix_scene,dir,SUPERSEDED_RUN,LOW,false,12,3018383,0,0,0,0,,false,data/pallet/archive/superseded_runs,D2_SUPERSEDED_RUNS,STAGE2A_PLAN,data/pallet/archive/superseded_runs/test_fix_scene,data/pallet/archive/test_fix_scene
D2-157,data/pallet/archive/test_indoor,data/pallet/archive/superseded_runs/test_indoor,dir,SUPERSEDED_RUN,LOW,false,18,5662647,0,0,0,0,,false,data/pallet/archive/superseded_runs,D2_SUPERSEDED_RUNS,STAGE2A_PLAN,data/pallet/archive/superseded_runs/test_indoor,data/pallet/archive/test_indoor
D2-158,data/pallet/archive/test_iter2,data/pallet/archive/superseded_runs/test_iter2,dir,SUPERSEDED_RUN,LOW,false,24,4524045,0,0,0,0,,false,data/pallet/archive/superseded_runs,D2_SUPERSEDED_RUNS,STAGE2A_PLAN,data/pallet/archive/superseded_runs/test_iter2,data/pallet/archive/test_iter2
D2-159,data/pallet/archive/test_iter3,data/pallet/archive/superseded_runs/test_iter3,dir,SUPERSEDED_RUN,LOW,false,60,11946459,0,0,0,0,,false,data/pallet/archive/superseded_runs,D2_SUPERSEDED_RUNS,STAGE2A_PLAN,data/pallet/archive/superseded_runs/test_iter3,data/pallet/archive/test_iter3
D2-160,data/pallet/archive/test_iter4,data/pallet/archive/superseded_runs/test_iter4,dir,SUPERSEDED_RUN,LOW,false,30,5062922,0,0,0,0,,false,data/pallet/archive/superseded_runs,D2_SUPERSEDED_RUNS,STAGE2A_PLAN,data/pallet/archive/superseded_runs/test_iter4,data/pallet/archive/test_iter4
D2-161,data/pallet/archive/test_iter5,data/pallet/archive/superseded_runs/test_iter5,dir,SUPERSEDED_RUN,LOW,false,30,6320702,0,0,0,0,,false,data/pallet/archive/superseded_runs,D2_SUPERSEDED_RUNS,STAGE2A_PLAN,data/pallet/archive/superseded_runs/test_iter5,data/pallet/archive/test_iter5
D2-162,data/pallet/archive/test_iter6,data/pallet/archive/superseded_runs/test_iter6,dir,SUPERSEDED_RUN,LOW,false,30,4416054,0,0,0,0,,false,data/pallet/archive/superseded_runs,D2_SUPERSEDED_RUNS,STAGE2A_PLAN,data/pallet/archive/superseded_runs/test_iter6,data/pallet/archive/test_iter6
D2-163,data/pallet/archive/test_iter7,data/pallet/archive/superseded_runs/test_iter7,dir,SUPERSEDED_RUN,LOW,false,70,15098595,0,0,0,0,,false,data/pallet/archive/superseded_runs,D2_SUPERSEDED_RUNS,STAGE2A_PLAN,data/pallet/archive/superseded_runs/test_iter7,data/pallet/archive/test_iter7
D2-164,data/pallet/archive/test_iter8,data/pallet/archive/superseded_runs/test_iter8,dir,SUPERSEDED_RUN,LOW,false,30,5770157,0,0,0,0,,false,data/pallet/archive/superseded_runs,D2_SUPERSEDED_RUNS,STAGE2A_PLAN,data/pallet/archive/superseded_runs/test_iter8,data/pallet/archive/test_iter8
D2-165,data/pallet/archive/test_iter9,data/pallet/archive/superseded_runs/test_iter9,dir,SUPERSEDED_RUN,LOW,false,24,3495525,0,0,0,0,,false,data/pallet/archive/superseded_runs,D2_SUPERSEDED_RUNS,STAGE2A_PLAN,data/pallet/archive/superseded_runs/test_iter9,data/pallet/archive/test_iter9
D2-166,data/pallet/archive/test_models,data/pallet/archive/superseded_runs/test_models,dir,SUPERSEDED_RUN,LOW,false,12,2622952,0,0,0,0,,false,data/pallet/archive/superseded_runs,D2_SUPERSEDED_RUNS,STAGE2A_PLAN,data/pallet/archive/superseded_runs/test_models,data/pallet/archive/test_models
D2-167,data/pallet/archive/test_palletobj_cargo,data/pallet/archive/superseded_runs/test_palletobj_cargo,dir,SUPERSEDED_RUN,LOW,false,27,7645902,0,0,0,0,,false,data/pallet/archive/superseded_runs,D2_SUPERSEDED_RUNS,STAGE2A_PLAN,data/pallet/archive/superseded_runs/test_palletobj_cargo,data/pallet/archive/test_palletobj_cargo
D2-168,data/pallet/archive/test_palletobj_cargo_v2,data/pallet/archive/superseded_runs/test_palletobj_cargo_v2,dir,SUPERSEDED_RUN,LOW,false,27,7333315,0,0,0,0,,false,data/pallet/archive/superseded_runs,D2_SUPERSEDED_RUNS,STAGE2A_PLAN,data/pallet/archive/superseded_runs/test_palletobj_cargo_v2,data/pallet/archive/test_palletobj_cargo_v2
D2-169,data/pallet/archive/test_palletobj_r1,data/pallet/archive/superseded_runs/test_palletobj_r1,dir,SUPERSEDED_RUN,LOW,false,30,8139664,0,0,0,0,,false,data/pallet/archive/superseded_runs,D2_SUPERSEDED_RUNS,STAGE2A_PLAN,data/pallet/archive/superseded_runs/test_palletobj_r1,data/pallet/archive/test_palletobj_r1
D2-170,data/pallet/archive/test_palletobj_r2,data/pallet/archive/superseded_runs/test_palletobj_r2,dir,SUPERSEDED_RUN,LOW,false,30,8123887,0,0,0,0,,false,data/pallet/archive/superseded_runs,D2_SUPERSEDED_RUNS,STAGE2A_PLAN,data/pallet/archive/superseded_runs/test_palletobj_r2,data/pallet/archive/test_palletobj_r2
D2-171,data/pallet/archive/test_palletobj_r3,data/pallet/archive/superseded_runs/test_palletobj_r3,dir,SUPERSEDED_RUN,LOW,false,30,8393492,0,0,0,0,,false,data/pallet/archive/superseded_runs,D2_SUPERSEDED_RUNS,STAGE2A_PLAN,data/pallet/archive/superseded_runs/test_palletobj_r3,data/pallet/archive/test_palletobj_r3
D2-172,data/pallet/archive/test_palletobj_r4,data/pallet/archive/superseded_runs/test_palletobj_r4,dir,SUPERSEDED_RUN,LOW,false,30,8825616,0,0,0,0,,false,data/pallet/archive/superseded_runs,D2_SUPERSEDED_RUNS,STAGE2A_PLAN,data/pallet/archive/superseded_runs/test_palletobj_r4,data/pallet/archive/test_palletobj_r4
D2-173,data/pallet/archive/test_palletobj_v1,data/pallet/archive/superseded_runs/test_palletobj_v1,dir,SUPERSEDED_RUN,LOW,false,31,8242169,0,0,0,0,,false,data/pallet/archive/superseded_runs,D2_SUPERSEDED_RUNS,STAGE2A_PLAN,data/pallet/archive/superseded_runs/test_palletobj_v1,data/pallet/archive/test_palletobj_v1
D2-174,data/pallet/archive/test_v3_guide,data/pallet/archive/superseded_runs/test_v3_guide,dir,SUPERSEDED_RUN,LOW,false,20,1643891,0,0,0,0,,false,data/pallet/archive/superseded_runs,D2_SUPERSEDED_RUNS,STAGE2A_PLAN,data/pallet/archive/superseded_runs/test_v3_guide,data/pallet/archive/test_v3_guide
D2-175,data/pallet/archive/test_v4_bright,data/pallet/archive/superseded_runs/test_v4_bright,dir,SUPERSEDED_RUN,LOW,false,30,3670256,0,0,0,0,,false,data/pallet/archive/superseded_runs,D2_SUPERSEDED_RUNS,STAGE2A_PLAN,data/pallet/archive/superseded_runs/test_v4_bright,data/pallet/archive/test_v4_bright
D2-176,data/pallet/archive/test_v4_pt,data/pallet/archive/superseded_runs/test_v4_pt,dir,SUPERSEDED_RUN,LOW,false,10,731812,0,0,0,0,,false,data/pallet/archive/superseded_runs,D2_SUPERSEDED_RUNS,STAGE2A_PLAN,data/pallet/archive/superseded_runs/test_v4_pt,data/pallet/archive/test_v4_pt
D2-177,data/pallet/archive/test_v5_pt32,data/pallet/archive/superseded_runs/test_v5_pt32,dir,SUPERSEDED_RUN,LOW,false,10,716911,0,0,0,0,,false,data/pallet/archive/superseded_runs,D2_SUPERSEDED_RUNS,STAGE2A_PLAN,data/pallet/archive/superseded_runs/test_v5_pt32,data/pallet/archive/test_v5_pt32
D2-178,data/pallet/archive/test_v6_reinhard,data/pallet/archive/superseded_runs/test_v6_reinhard,dir,SUPERSEDED_RUN,LOW,false,6,378477,0,0,0,0,,false,data/pallet/archive/superseded_runs,D2_SUPERSEDED_RUNS,STAGE2A_PLAN,data/pallet/archive/superseded_runs/test_v6_reinhard,data/pallet/archive/test_v6_reinhard
D2-179,data/pallet/archive/test_v7_reinhard2,data/pallet/archive/superseded_runs/test_v7_reinhard2,dir,SUPERSEDED_RUN,LOW,false,10,687908,0,0,0,0,,false,data/pallet/archive/superseded_runs,D2_SUPERSEDED_RUNS,STAGE2A_PLAN,data/pallet/archive/superseded_runs/test_v7_reinhard2,data/pallet/archive/test_v7_reinhard2
D2-180,data/pallet/archive/test_v8_lowbounce,data/pallet/archive/superseded_runs/test_v8_lowbounce,dir,SUPERSEDED_RUN,LOW,false,15,1414692,0,0,0,0,,false,data/pallet/archive/superseded_runs,D2_SUPERSEDED_RUNS,STAGE2A_PLAN,data/pallet/archive/superseded_runs/test_v8_lowbounce,data/pallet/archive/test_v8_lowbounce
D2-181,data/pallet/archive/test_yup,data/pallet/archive/superseded_runs/test_yup,dir,SUPERSEDED_RUN,LOW,false,12,3472028,0,0,0,0,,false,data/pallet/archive/superseded_runs,D2_SUPERSEDED_RUNS,STAGE2A_PLAN,data/pallet/archive/superseded_runs/test_yup,data/pallet/archive/test_yup
D2-182,data/pallet/archive/train_4pallet_mask_v1_pilot,data/pallet/archive/superseded_runs/train_4pallet_mask_v1_pilot,dir,SUPERSEDED_RUN,LOW,false,167,46507868,0,0,0,0,,false,data/pallet/archive/superseded_runs,D2_SUPERSEDED_RUNS,STAGE2A_PLAN,data/pallet/archive/superseded_runs/train_4pallet_mask_v1_pilot,data/pallet/archive/train_4pallet_mask_v1_pilot
D2-183,data/pallet/archive/usd_debug,data/pallet/archive/superseded_runs/usd_debug,dir,SUPERSEDED_RUN,LOW,false,5,342314,0,0,0,0,,false,data/pallet/archive/superseded_runs,D2_SUPERSEDED_RUNS,STAGE2A_PLAN,data/pallet/archive/superseded_runs/usd_debug,data/pallet/archive/usd_debug
D2-184,data/pallet/eval_results,data/pallet/archive/superseded_runs/eval_results,dir,SUPERSEDED_RUN,LOW,false,103,11407963,0,0,0,0,,false,data/pallet/archive/superseded_runs,D2_SUPERSEDED_RUNS,STAGE2A_PLAN,data/pallet/archive/superseded_runs/eval_results,data/pallet/eval_results
D2-185,data/pallet/logs,data/pallet/archive/superseded_runs/logs,dir,SUPERSEDED_RUN,LOW,false,49,823762,0,0,0,0,,false,data/pallet/archive/superseded_runs,D2_SUPERSEDED_RUNS,D2_PLAN_ADDITION,data/pallet/archive/superseded_runs/logs,data/pallet/logs
D2-186,data/pallet/render_2000.log,data/pallet/archive/superseded_runs/render_2000.log,file,SUPERSEDED_RUN,LOW,false,1,1015899,0,0,0,0,,false,data/pallet/archive/superseded_runs,D2_SUPERSEDED_RUNS,STAGE2A_PLAN,data/pallet/archive/superseded_runs/render_2000.log,data/pallet/render_2000.log
D2-187,data/pallet/test_canonical_log.txt,data/pallet/archive/superseded_runs/test_canonical_log.txt,file,SUPERSEDED_RUN,LOW,false,1,605113,0,0,0,0,,false,data/pallet/archive/superseded_runs,D2_SUPERSEDED_RUNS,STAGE2A_PLAN,data/pallet/archive/superseded_runs/test_canonical_log.txt,data/pallet/test_canonical_log.txt
D2-188,data/pallet/test_indoor_v1_log.txt,data/pallet/archive/superseded_runs/test_indoor_v1_log.txt,file,SUPERSEDED_RUN,LOW,false,1,134534,0,0,0,0,,false,data/pallet/archive/superseded_runs,D2_SUPERSEDED_RUNS,STAGE2A_PLAN,data/pallet/archive/superseded_runs/test_indoor_v1_log.txt,data/pallet/test_indoor_v1_log.txt
D2-189,data/pallet/test_iter2_log.txt,data/pallet/archive/superseded_runs/test_iter2_log.txt,file,SUPERSEDED_RUN,LOW,false,1,594099,0,0,0,0,,false,data/pallet/archive/superseded_runs,D2_SUPERSEDED_RUNS,STAGE2A_PLAN,data/pallet/archive/superseded_runs/test_iter2_log.txt,data/pallet/test_iter2_log.txt
D2-190,data/pallet/test_iter3_log.txt,data/pallet/archive/superseded_runs/test_iter3_log.txt,file,SUPERSEDED_RUN,LOW,false,1,594393,0,0,0,0,,false,data/pallet/archive/superseded_runs,D2_SUPERSEDED_RUNS,STAGE2A_PLAN,data/pallet/archive/superseded_runs/test_iter3_log.txt,data/pallet/test_iter3_log.txt
D2-191,data/pallet/train_4pallet_mask_v1_gen.log,data/pallet/archive/superseded_runs/train_4pallet_mask_v1_gen.log,file,SUPERSEDED_RUN,LOW,false,1,7075,0,0,0,0,,false,data/pallet/archive/superseded_runs,D2_SUPERSEDED_RUNS,STAGE2A_PLAN,data/pallet/archive/superseded_runs/train_4pallet_mask_v1_gen.log,data/pallet/train_4pallet_mask_v1_gen.log
D2-192,data/pallet/train_palletobj_addon_v1_gen.log,data/pallet/archive/superseded_runs/train_palletobj_addon_v1_gen.log,file,SUPERSEDED_RUN,LOW,false,1,1471916,0,0,0,0,,false,data/pallet/archive/superseded_runs,D2_SUPERSEDED_RUNS,STAGE2A_PLAN,data/pallet/archive/superseded_runs/train_palletobj_addon_v1_gen.log,data/pallet/train_palletobj_addon_v1_gen.log
D2-193,data/pallet/train_palletobj_v3_gen.log,data/pallet/archive/superseded_runs/train_palletobj_v3_gen.log,file,SUPERSEDED_RUN,LOW,false,1,2354100,0,0,0,0,,false,data/pallet/archive/superseded_runs,D2_SUPERSEDED_RUNS,STAGE2A_PLAN,data/pallet/archive/superseded_runs/train_palletobj_v3_gen.log,data/pallet/train_palletobj_v3_gen.log
D2-194,data/pallet/training_data_v4_emptywood_run.log,data/pallet/archive/superseded_runs/training_data_v4_emptywood_run.log,file,SUPERSEDED_RUN,LOW,false,1,5031,0,0,0,0,,false,data/pallet/archive/superseded_runs,D2_SUPERSEDED_RUNS,STAGE2A_PLAN,data/pallet/archive/superseded_runs/training_data_v4_emptywood_run.log,data/pallet/training_data_v4_emptywood_run.log
D2-195,data/pallet/training_data_v4_run.log,data/pallet/archive/superseded_runs/training_data_v4_run.log,file,SUPERSEDED_RUN,LOW,false,1,734,0,0,0,0,,false,data/pallet/archive/superseded_runs,D2_SUPERSEDED_RUNS,STAGE2A_PLAN,data/pallet/archive/superseded_runs/training_data_v4_run.log,data/pallet/training_data_v4_run.log
D2-196,data/pallet/training_data_v4_split_run.log,data/pallet/archive/superseded_runs/training_data_v4_split_run.log,file,SUPERSEDED_RUN,LOW,false,1,7906,0,0,0,0,,false,data/pallet/archive/superseded_runs,D2_SUPERSEDED_RUNS,STAGE2A_PLAN,data/pallet/archive/superseded_runs/training_data_v4_split_run.log,data/pallet/training_data_v4_split_run.log
D2-197,data/pallet/trunc_addon_v1_gen.log,data/pallet/archive/superseded_runs/trunc_addon_v1_gen.log,file,SUPERSEDED_RUN,LOW,false,1,1372532,0,0,0,0,,false,data/pallet/archive/superseded_runs,D2_SUPERSEDED_RUNS,STAGE2A_PLAN,data/pallet/archive/superseded_runs/trunc_addon_v1_gen.log,data/pallet/trunc_addon_v1_gen.log
D2-198,data/pallet/trunc_addon_v1_pilot_gen.log,data/pallet/archive/superseded_runs/trunc_addon_v1_pilot_gen.log,file,SUPERSEDED_RUN,LOW,false,1,72643,0,0,0,0,,false,data/pallet/archive/superseded_runs,D2_SUPERSEDED_RUNS,STAGE2A_PLAN,data/pallet/archive/superseded_runs/trunc_addon_v1_pilot_gen.log,data/pallet/trunc_addon_v1_pilot_gen.log
D2-199,data/pallet/v2_dryrun_audit,data/pallet/archive/superseded_runs/v2_dryrun_audit,dir,SUPERSEDED_RUN,LOW,false,8,499630,0,0,1,0,,false,data/pallet/archive/superseded_runs,D2_SUPERSEDED_RUNS,D2_PLAN_ADDITION,data/pallet/archive/superseded_runs/v2_dryrun_audit,data/pallet/v2_dryrun_audit
