path,depth,type,files,bytes,classification,why_retained,associated_plan_row,plan_status,registry_keys,current_runtime_test_refs,prior_ledger,d12_cohort,d12_registry_key,license_status,exclusion_status,is_empty,in_stage2a_archive_plan,proposed_action
data/pallet/archive/superseded_runs/test_iter3_log.txt,3,file,1,594393,MOVED_BY_LEDGER,Stage 2-D1/D1.1/D1.2 이동 결과 위치,,,,0,,D2_SUPERSEDED_RUNS,,,not excluded,False,no,유지
data/pallet/archive/superseded_runs/test_iter4,3,dir,30,5062922,MOVED_BY_LEDGER,Stage 2-D1/D1.1/D1.2 이동 결과 위치,,,,0,,D2_SUPERSEDED_RUNS,,,not excluded,False,no,유지
data/pallet/archive/superseded_runs/test_iter5,3,dir,30,6320702,MOVED_BY_LEDGER,Stage 2-D1/D1.1/D1.2 이동 결과 위치,,,,0,,D2_SUPERSEDED_RUNS,,,not excluded,False,no,유지
data/pallet/archive/superseded_runs/test_iter6,3,dir,30,4416054,MOVED_BY_LEDGER,Stage 2-D1/D1.1/D1.2 이동 결과 위치,,,,0,,D2_SUPERSEDED_RUNS,,,not excluded,False,no,유지
data/pallet/archive/superseded_runs/test_iter7,3,dir,70,15098595,MOVED_BY_LEDGER,Stage 2-D1/D1.1/D1.2 이동 결과 위치,,,,0,,D2_SUPERSEDED_RUNS,,,not excluded,False,no,유지
data/pallet/archive/superseded_runs/test_iter8,3,dir,30,5770157,MOVED_BY_LEDGER,Stage 2-D1/D1.1/D1.2 이동 결과 위치,,,,0,,D2_SUPERSEDED_RUNS,,,not excluded,False,no,유지
data/pallet/archive/superseded_runs/test_iter9,3,dir,24,3495525,MOVED_BY_LEDGER,Stage 2-D1/D1.1/D1.2 이동 결과 위치,,,,0,,D2_SUPERSEDED_RUNS,,,not excluded,False,no,유지
data/pallet/archive/superseded_runs/test_models,3,dir,12,2622952,MOVED_BY_LEDGER,Stage 2-D1/D1.1/D1.2 이동 결과 위치,,,,0,,D2_SUPERSEDED_RUNS,,,not excluded,False,no,유지
data/pallet/archive/superseded_runs/test_palletobj_cargo,3,dir,27,7645902,MOVED_BY_LEDGER,Stage 2-D1/D1.1/D1.2 이동 결과 위치,,,,0,,D2_SUPERSEDED_RUNS,,,not excluded,False,no,유지
data/pallet/archive/superseded_runs/test_palletobj_cargo_v2,3,dir,27,7333315,MOVED_BY_LEDGER,Stage 2-D1/D1.1/D1.2 이동 결과 위치,,,,0,,D2_SUPERSEDED_RUNS,,,not excluded,False,no,유지
data/pallet/archive/superseded_runs/test_palletobj_r1,3,dir,30,8139664,MOVED_BY_LEDGER,Stage 2-D1/D1.1/D1.2 이동 결과 위치,,,,0,,D2_SUPERSEDED_RUNS,,,not excluded,False,no,유지
data/pallet/archive/superseded_runs/test_palletobj_r2,3,dir,30,8123887,MOVED_BY_LEDGER,Stage 2-D1/D1.1/D1.2 이동 결과 위치,,,,0,,D2_SUPERSEDED_RUNS,,,not excluded,False,no,유지
data/pallet/archive/superseded_runs/test_palletobj_r3,3,dir,30,8393492,MOVED_BY_LEDGER,Stage 2-D1/D1.1/D1.2 이동 결과 위치,,,,0,,D2_SUPERSEDED_RUNS,,,not excluded,False,no,유지
data/pallet/archive/superseded_runs/test_palletobj_r4,3,dir,30,8825616,MOVED_BY_LEDGER,Stage 2-D1/D1.1/D1.2 이동 결과 위치,,,,0,,D2_SUPERSEDED_RUNS,,,not excluded,False,no,유지
data/pallet/archive/superseded_runs/test_palletobj_v1,3,dir,31,8242169,MOVED_BY_LEDGER,Stage 2-D1/D1.1/D1.2 이동 결과 위치,,,,0,,D2_SUPERSEDED_RUNS,,,not excluded,False,no,유지
data/pallet/archive/superseded_runs/test_v3_guide,3,dir,20,1643891,MOVED_BY_LEDGER,Stage 2-D1/D1.1/D1.2 이동 결과 위치,,,,0,,D2_SUPERSEDED_RUNS,,,not excluded,False,no,유지
data/pallet/archive/superseded_runs/test_v4_bright,3,dir,30,3670256,MOVED_BY_LEDGER,Stage 2-D1/D1.1/D1.2 이동 결과 위치,,,,0,,D2_SUPERSEDED_RUNS,,,not excluded,False,no,유지
data/pallet/archive/superseded_runs/test_v4_pt,3,dir,10,731812,MOVED_BY_LEDGER,Stage 2-D1/D1.1/D1.2 이동 결과 위치,,,,0,,D2_SUPERSEDED_RUNS,,,not excluded,False,no,유지
data/pallet/archive/superseded_runs/test_v5_pt32,3,dir,10,716911,MOVED_BY_LEDGER,Stage 2-D1/D1.1/D1.2 이동 결과 위치,,,,0,,D2_SUPERSEDED_RUNS,,,not excluded,False,no,유지
data/pallet/archive/superseded_runs/test_v6_reinhard,3,dir,6,378477,MOVED_BY_LEDGER,Stage 2-D1/D1.1/D1.2 이동 결과 위치,,,,0,,D2_SUPERSEDED_RUNS,,,not excluded,False,no,유지
data/pallet/archive/superseded_runs/test_v7_reinhard2,3,dir,10,687908,MOVED_BY_LEDGER,Stage 2-D1/D1.1/D1.2 이동 결과 위치,,,,0,,D2_SUPERSEDED_RUNS,,,not excluded,False,no,유지
data/pallet/archive/superseded_runs/test_v8_lowbounce,3,dir,15,1414692,MOVED_BY_LEDGER,Stage 2-D1/D1.1/D1.2 이동 결과 위치,,,,0,,D2_SUPERSEDED_RUNS,,,not excluded,False,no,유지
data/pallet/archive/superseded_runs/test_yup,3,dir,12,3472028,MOVED_BY_LEDGER,Stage 2-D1/D1.1/D1.2 이동 결과 위치,,,,0,,D2_SUPERSEDED_RUNS,,,not excluded,False,no,유지
data/pallet/archive/superseded_runs/train_4pallet_mask_v1_gen.log,3,file,1,7075,MOVED_BY_LEDGER,Stage 2-D1/D1.1/D1.2 이동 결과 위치,,,,0,,D2_SUPERSEDED_RUNS,,,not excluded,False,no,유지
data/pallet/archive/superseded_runs/train_4pallet_mask_v1_pilot,3,dir,167,46507868,MOVED_BY_LEDGER,Stage 2-D1/D1.1/D1.2 이동 결과 위치,,,,0,,D2_SUPERSEDED_RUNS,,,not excluded,False,no,유지
data/pallet/archive/superseded_runs/train_palletobj_addon_v1_gen.log,3,file,1,1471916,MOVED_BY_LEDGER,Stage 2-D1/D1.1/D1.2 이동 결과 위치,,,,0,,D2_SUPERSEDED_RUNS,,,not excluded,False,no,유지
data/pallet/archive/superseded_runs/train_palletobj_v3_gen.log,3,file,1,2354100,MOVED_BY_LEDGER,Stage 2-D1/D1.1/D1.2 이동 결과 위치,,,,0,,D2_SUPERSEDED_RUNS,,,not excluded,False,no,유지
data/pallet/archive/superseded_runs/training_data_v4_emptywood_run.log,3,file,1,5031,MOVED_BY_LEDGER,Stage 2-D1/D1.1/D1.2 이동 결과 위치,,,,0,,D2_SUPERSEDED_RUNS,,,not excluded,False,no,유지
data/pallet/archive/superseded_runs/training_data_v4_run.log,3,file,1,734,MOVED_BY_LEDGER,Stage 2-D1/D1.1/D1.2 이동 결과 위치,,,,0,,D2_SUPERSEDED_RUNS,,,not excluded,False,no,유지
data/pallet/archive/superseded_runs/training_data_v4_split_run.log,3,file,1,7906,MOVED_BY_LEDGER,Stage 2-D1/D1.1/D1.2 이동 결과 위치,,,,0,,D2_SUPERSEDED_RUNS,,,not excluded,False,no,유지
data/pallet/archive/superseded_runs/trunc_addon_v1_gen.log,3,file,1,1372532,MOVED_BY_LEDGER,Stage 2-D1/D1.1/D1.2 이동 결과 위치,,,,0,,D2_SUPERSEDED_RUNS,,,not excluded,False,no,유지
data/pallet/archive/superseded_runs/trunc_addon_v1_pilot_gen.log,3,file,1,72643,MOVED_BY_LEDGER,Stage 2-D1/D1.1/D1.2 이동 결과 위치,,,,0,,D2_SUPERSEDED_RUNS,,,not excluded,False,no,유지
data/pallet/archive/superseded_runs/usd_debug,3,dir,5,342314,MOVED_BY_LEDGER,Stage 2-D1/D1.1/D1.2 이동 결과 위치,,,,0,,D2_SUPERSEDED_RUNS,,,not excluded,False,no,유지
data/pallet/archive/superseded_runs/v2_dryrun_audit,3,dir,8,499630,MOVED_BY_LEDGER,Stage 2-D1/D1.1/D1.2 이동 결과 위치,,,,0,,D2_SUPERSEDED_RUNS,,,not excluded,False,no,유지
data/pallet/archive/unidentified,2,dir,0,0,SEMANTIC_CONTAINER,Stage 2-A 뼈대 / D1~D2 가 채운 컨테이너,,,,0,,,,,not excluded,True,no,유지
