proposal_index,accepted,reject_reason,pallet_type,scene_preset,exposure_ev,elev_bin,elevation_deg,azimuth_bin,azimuth_deg,v_target,proj_size_bin,proj_size_ratio,proj_size_feasible_lower,proj_size_bin_lo,proj_size_bin_hi,n_feasible_bins,bin_feasible,aspect,image_width,image_height,fx_mode,fx,f_target_bin,f_target,position_mode,cargo_on,camera_distance_spec_m,camera_distance_target_m,v_probe,trunc_mode,occluder
2383,1,,Pallet_1,outdoor-day,-1.5397649664205928,6,65.7727641206403,10,317.00046412027933,6,1,0.18995926478247177,0.09256904861111113,0.1,0.2,5,1,3:2,720,480,anchor,605.9065,0,0.0,,0,4.873099962621713,4.873099962621713,8,lateral,
2384,1,,Pallet_1,outdoor-night,-1.6408181268354607,5,46.182841326274826,0,5.326094044819259,7,3,0.4379085650554097,0.03522468757579425,0.4,0.6,5,1,16:9,960,540,random,307.4154552069316,2,0.21689091044906758,near-camera,0,0.8043845310798426,0.8043845310798426,6,lateral,old_tyre
2385,1,,Pallet_2,random-mix,-1.8953049777742361,2,8.79879320512311,6,184.3778695446503,5,4,0.9584071182670528,0.0824398500147821,0.6,1.0,5,1,1:1,560,560,random,419.6937818934361,1,0.17325430485607946,near-pallet,1,0.860175685713249,0.860175685713249,4,vertical,Hasbro_Monopoly_Hotels_Game
2386,1,,Pallet_3,indoor,-1.2220760997413738,5,41.216412212583414,1,40.568766079118,6,2,0.367633132051815,0.06231341108449496,0.2,0.4,5,1,4:3,640,480,random,362.55075540069794,3,0.40366894222254174,near-pallet,1,1.694988989069472,1.694988989069472,6,lateral,
2387,1,,Pallet_0,outdoor-day,-1.2721400036496284,3,17.12619412866622,9,277.44078107855506,6,1,0.19302401109220824,0.09256904861111113,0.1,0.2,5,1,3:2,720,480,anchor,605.9065,0,0.0,,0,4.7957271267609585,4.7957271267609585,6,diag,
2388,1,,Pallet_1,outdoor-night,-2.153268199302855,4,29.180452512142782,1,51.30630313919403,6,3,0.49584949841602904,0.09508327478913696,0.4,0.6,5,1,4:3,640,480,random,553.2117805913423,1,0.13060506640873248,near-camera,0,1.9175833613400155,1.9175833613400155,6,vertical,fire_hydrant
2389,1,,Pallet_0,random-mix,-0.8286305979933659,3,17.230933490607246,9,275.71890602284617,5,4,0.6339223160285109,0.10228192269064026,0.6,1.0,4,1,4:3,640,480,random,595.0948229273615,0,0.0,,1,1.6134772369496468,1.6134772369496468,4,diag,
2390,1,,Pallet_2,outdoor-day,-0.26103520972080796,3,24.83409740126769,3,104.05918560735489,8,0,0.085055760989997,0.06942678645833335,0.0,0.1,5,1,16:9,960,540,anchor,605.9065,0,0.0,,1,8.162502533661218,8.162502533661218,8,none,
2391,1,,Pallet_3,indoor,-1.5679327011258393,0,2.1417144581778818,11,339.2148405803557,4,2,0.31819248332729594,0.06576681027793974,0.2,0.4,5,1,4:3,640,480,random,382.64325979892203,2,0.3305171232931321,near-pallet,0,2.0668876143843833,2.0668876143843833,6,diag,ladder_sectioned_01
2392,1,,Pallet_0,outdoor-day,-1.1822254656531692,4,30.920225368088552,2,83.5336632755975,6,4,0.965415258828173,0.10414017968750003,0.6,1.0,4,1,4:3,640,480,anchor,605.9065,1,0.15260803862410682,near-camera,1,1.0787086565620063,1.0787086565620063,4,lateral,
2393,1,,Pallet_3,indoor,-2.311875724613768,1,3.0628628045531676,6,192.4579539013321,6,0,0.09484513834973238,0.03860649666198943,0.0,0.1,5,1,16:9,960,540,random,336.9294254137259,3,0.40726069554167144,near-pallet,0,4.070477130797328,4.070477130797328,8,lateral,metal_toolbox
2394,1,,Pallet_2,random-mix,-0.8199909253699542,4,31.958941571166534,4,133.72161596510273,7,1,0.1863876303145716,0.04934426214748768,0.1,0.2,5,1,3:2,720,480,random,322.9806249653739,0,0.0,,1,2.647400048179592,2.647400048179592,7,diag,
2395,1,,Pallet_1,outdoor-night,-2.514389464284361,3,24.248782873233065,7,224.0584681257527,4,3,0.44473031560682946,0.09992961021630417,0.4,0.6,5,1,4:3,640,480,random,581.408641258497,2,0.2446428467361255,near-camera,0,2.2469709554193837,2.2469709554193837,4,diag,concrete_road_barrier_02
2396,1,,Pallet_3,outdoor-day,-2.51061549421463,2,12.30536980337169,5,157.66406883244986,7,2,0.37766062232619857,0.10112720427731084,0.2,0.4,4,1,4:3,640,480,random,588.3764612498085,0,0.0,,1,2.6777269934688546,2.6777269934688546,7,diag,
2397,1,,Pallet_0,random-mix,-0.9264282025385415,1,7.251109077664968,8,242.8551200600189,4,2,0.3798937969348738,0.11901734821428574,0.2,0.4,4,1,1:1,560,560,anchor,605.9065,0,0.0,,0,3.132911070793009,3.132911070793009,4,lateral,
2398,0,d_occ_fail,Pallet_1,outdoor-night,-1.7770816904092064,1,5.945643516607336,0,19.596932361683084,5,4,0.9008516772801544,0.05736226561548951,0.6,1.0,5,1,16:9,960,540,random,500.6161362806357,2,0.3066065722000632,near-pallet,0,0.6367559395424262,,,,
2399,1,,Pallet_1,outdoor-night,-1.619279509509101,0,2.33449350056898,10,313.57013290704384,5,1,0.18965079724579778,0.1147918207900448,0.1,0.2,4,1,4:3,640,480,random,667.8796845966242,1,0.11282896292914667,near-pallet,0,6.052799274092601,6.052799274092601,5,diag,WetFloorSign_01
2400,1,,Pallet_2,indoor,-1.9013977172826084,5,40.963077177716535,0,13.068677033104938,7,3,0.5774747400626158,0.06942678645833335,0.4,0.6,5,1,16:9,960,540,anchor,605.9065,3,0.3522639362165501,near-camera,1,1.2022480230183814,1.2022480230183814,7,vertical,
2401,1,,Pallet_2,outdoor-day,-1.5245938092985596,3,19.644440018769014,3,98.82611211412667,5,0,0.08094777512396178,0.041477855607571036,0.0,0.1,5,1,16:9,960,540,random,361.9885580297108,2,0.3490377569426599,near-pallet,0,5.124026638663347,5.124026638663347,8,vertical,ladder_sectioned_01
2402,1,,Pallet_3,indoor,-0.9870243723504384,3,17.789370456606054,5,169.1751235711877,7,4,0.6471645584656307,0.08739094032275672,0.6,1.0,5,1,3:2,720,480,random,572.0134275671348,0,0.0,,1,1.3503665981022326,1.3503665981022326,6,lateral,
2403,1,,Pallet_1,outdoor-night,-0.12622781839415254,1,7.155767165661686,6,192.44864138944396,6,3,0.5236093992549726,0.08879989662182758,0.4,0.6,5,1,4:3,640,480,random,516.6539439815423,1,0.14635624181822168,near-camera,0,1.6959186895456455,1.6959186895456455,6,lateral,construction_sign_01
2404,1,,Pallet_0,outdoor-day,-2.7658305071625704,2,14.03610406631547,10,325.49213424516176,6,4,0.8534514024892168,0.10414017968750003,0.6,1.0,4,1,4:3,640,480,anchor,605.9065,0,0.0,,1,1.2202238977375846,1.2202238977375846,5,lateral,
2405,1,,Pallet_0,random-mix,-2.3244167495673658,6,64.82363278074783,0,20.660460045480313,8,0,0.09768622997807205,0.07504008956372385,0.0,0.1,5,1,16:9,960,540,random,654.8953271015898,2,0.2941066280699385,near-pallet,0,7.681746913620102,7.681746913620102,8,none,industrial_storage_cart
2406,1,,Pallet_3,outdoor-night,-1.3135356706060128,4,39.40106698036208,2,65.45769066843405,5,2,0.28449636135030815,0.10414017968750003,0.2,0.4,4,1,4:3,640,480,anchor,605.9065,0,0.0,,1,3.660510074477521,3.660510074477521,6,vertical,
2407,1,,Pallet_1,indoor,-2.837654110221476,6,60.86272423930026,7,213.38775187017296,7,1,0.116267291977126,0.11433188554019487,0.1,0.2,4,1,1:1,560,560,random,582.0532354773557,1,0.19051642845139863,near-pallet,0,9.833538185673758,9.833538185673758,8,diag,cargo_truck_01
2408,1,,Pallet_2,outdoor-day,0.02694705861935809,2,10.503131980565378,1,50.01198564433258,6,2,0.38539407228216793,0.11485398793768051,0.2,0.4,4,1,4:3,640,480,random,668.2413843646865,2,0.33545299800429973,near-camera,1,2.980170070015754,2.980170070015754,6,lateral,
2409,1,,Pallet_2,indoor,0.012144861436462762,0,2.516156691961507,8,242.9010974825523,5,4,0.8722815789135426,0.08891633246162377,0.6,1.0,5,1,3:2,720,480,random,581.9978124760828,1,0.14588123965692562,near-pallet,1,1.0193535506318063,1.0193535506318063,4,vertical,Sapota_Threshold_4_Ceramic_Round_Planter_Red
2410,1,,Pallet_0,random-mix,-0.49305882457221717,0,2.409488480092879,11,347.5159494666472,6,3,0.4728161017620569,0.11615172663743908,0.4,0.6,4,1,4:3,640,480,random,675.7918640723728,0,0.0,,0,2.4565941431472664,2.4565941431472664,6,lateral,
2411,1,,Pallet_1,outdoor-night,-1.7440614454350492,1,7.475624478358046,4,148.20800290103656,5,1,0.19203726647593466,0.10414017968750003,0.1,0.2,4,1,4:3,640,480,anchor,605.9065,3,0.4494553730959092,near-camera,0,5.422915124682347,5.422915124682347,4,vertical,forklift_01
2412,1,,Pallet_3,outdoor-day,-2.452006087467533,1,3.0987578324050125,9,284.1298815528399,4,0,0.06500860595139987,0.03693185293562308,0.0,0.1,5,1,16:9,960,540,random,322.3143528927105,0,0.0,,1,5.681071358957175,5.681071358957175,8,vertical,
2413,1,,Pallet_0,outdoor-night,0.14587827538918274,4,28.113528304481967,4,137.6357699027694,5,2,0.34405429504758744,0.05432419078927702,0.2,0.4,5,1,4:3,640,480,random,316.0680191376117,2,0.2847296056981014,near-pallet,1,1.5789423812239645,1.5789423812239645,4,diag,
2414,1,,Pallet_1,indoor,-2.026590439545101,0,2.6036533687564636,0,15.783840377450808,4,1,0.16631815227536634,0.03645505399500681,0.1,0.2,5,1,16:9,960,540,random,318.15319850187757,0,0.0,,0,2.191886663979385,2.191886663979385,8,lateral,
2415,1,,Pallet_3,outdoor-day,-2.0668437838059974,1,4.985377162918464,9,284.476051959703,5,3,0.5713228030785973,0.09256904861111113,0.4,0.6,5,1,3:2,720,480,anchor,605.9065,3,0.43671779353556767,near-pallet,1,1.6202582517676325,1.6202582517676325,5,vertical,chinese_screen_panels
2416,1,,Pallet_2,random-mix,0.06279542784353076,4,25.2851325142665,11,341.89830842828076,7,4,0.9586317899920174,0.11935215790703885,0.6,1.0,4,1,4:3,640,480,random,694.4125550954986,0,0.0,,0,1.2450260793879233,1.2450260793879233,4,diag,
2417,1,,Pallet_2,outdoor-night,-0.392069820617047,5,42.59294107423474,8,264.86319109476307,5,0,0.06235844135336458,0.05573630516840187,0.0,0.1,5,1,4:3,640,480,random,324.28395734342905,1,0.17101128356918432,near-camera,0,8.938052965846715,8.938052965846715,8,lateral,wine_barrel_01
2418,1,,Pallet_3,outdoor-day,-2.0249614659279196,3,20.2146412961836,5,173.87634437475083,6,4,0.7314771727842553,0.06942678645833335,0.6,1.0,5,1,16:9,960,540,anchor,605.9065,1,0.19239574451206043,near-pallet,1,0.9491312790263977,0.9491312790263977,6,lateral,
2419,1,,Pallet_0,indoor,-0.35098085431154535,2,10.030266414179165,2,80.12862061375444,6,3,0.5757727944479493,0.0915024243373114,0.4,0.6,5,1,4:3,640,480,random,532.3777415989026,0,0.0,,0,1.5892106264771313,1.5892106264771313,6,lateral,
2420,1,,Pallet_1,outdoor-day,-1.5440453163715573,2,11.578541863323878,10,312.4307779415518,5,1,0.1337353904267375,0.11901734821428574,0.1,0.2,4,1,1:1,560,560,anchor,605.9065,0,0.0,,1,8.899465417083107,8.899465417083107,6,lateral,
2421,1,,Pallet_3,random-mix,-0.17272887424092342,4,35.96495121842393,6,184.72032572919008,6,0,0.06701421473762635,0.06421340175196925,0.0,0.1,5,1,16:9,960,540,random,560.407869835368,3,0.3675266735219121,near-pallet,1,9.582056882017818,9.582056882017818,7,vertical,
2422,1,,Pallet_0,outdoor-night,-1.6949072916119536,3,21.67191098603563,1,35.35684014358975,7,2,0.39103807151344006,0.0712595268436162,0.2,0.4,5,1,4:3,640,480,random,414.6008834537669,1,0.13059415889708118,near-camera,0,1.822316854413164,1.822316854413164,7,diag,storage_rack_01
2423,1,,Pallet_2,indoor,-1.204907655255739,2,12.28425757155766,7,219.90508592091047,4,2,0.24738572981997992,0.11510115526065721,0.2,0.4,4,1,4:3,640,480,random,669.6794487892782,2,0.29409648355055606,near-pallet,0,4.652699868517685,4.652699868517685,4,lateral,Shelf_01
2424,1,,Pallet_1,outdoor-day,0.12261359482776868,2,10.66768857565354,3,112.45068185735973,6,1,0.19900926993381599,0.09256904861111113,0.1,0.2,5,1,3:2,720,480,anchor,605.9065,0,0.0,,1,4.651494306868046,4.651494306868046,6,lateral,
2425,1,,Pallet_3,outdoor-night,-1.1917146264641618,1,5.9113169370310255,1,41.333182277284195,4,0,0.09432307057050397,0.05456532685915222,0.0,0.1,5,1,16:9,960,540,random,476.20648895260115,2,0.2493975112426311,near-pallet,0,5.7849396260235295,5.7849396260235295,8,diag,propane_tank
2426,1,,Pallet_1,random-mix,-0.2797693712336624,1,6.02115750134444,10,320.14098631543624,6,4,0.6632455740097826,0.06773919137049254,0.6,1.0,5,1,4:3,640,480,random,394.11893161013836,0,0.0,,1,1.02132896207602,1.02132896207602,5,lateral,
2427,1,,Pallet_0,outdoor-day,-2.9988746575368226,2,13.052523432413809,6,191.67272958037978,8,3,0.4243284554041834,0.09256904861111113,0.4,0.6,5,1,3:2,720,480,anchor,605.9065,3,0.39271194486153205,near-camera,1,2.1815423272270724,2.1815423272270724,8,none,
2428,1,,Pallet_2,indoor,-2.856271058176181,3,24.648085760038626,0,9.06283655189981,7,0,0.09350714914337321,0.054702798206137375,0.0,0.1,5,1,4:3,640,480,random,318.2708259266174,1,0.19374863926126018,near-pallet,0,5.850119344592822,5.850119344592822,8,lateral,potted_plant_01
2429,1,,Pallet_2,indoor,-2.5625087520963663,2,9.983508369507735,2,63.87969613883457,4,3,0.5419655657316794,0.08577970864896448,0.4,0.6,5,1,1:1,560,560,random,436.6966985765464,0,0.0,,1,1.5827520062673681,1.5827520062673681,4,lateral,
2430,1,,Pallet_3,outdoor-night,-1.4897730991763942,1,7.082282299703084,4,122.07405579089283,6,1,0.11431177922973841,0.08155350838993744,0.1,0.2,5,1,4:3,640,480,random,474.49313972327235,2,0.3092353225335476,near-pallet,0,7.134304875618728,7.134304875618728,6,vertical,modular_chainlink_fence
2431,0,C1,Pallet_1,random-mix,-0.9418632616932303,5,41.025575233318264,8,252.26703603177424,7,4,0.646026647739623,0.053478999146354816,0.6,1.0,5,1,4:3,640,480,random,311.15054048788255,0,0.0,,1,0.8278141363591118,,,,
2432,1,,Pallet_0,random-mix,-1.5402373444520356,2,8.948991256293041,5,163.44344588587802,5,4,0.8651033016265124,0.07858117017786376,0.6,1.0,5,1,4:3,640,480,random,457.1995355802982,1,0.148808139120857,near-camera,0,0.9083443564499225,0.9083443564499225,4,vertical,WetFloorSign_01
2433,1,,Pallet_1,outdoor-day,-2.5800671858958806,4,25.88544900935973,11,351.1038622445568,7,2,0.2200864513263816,0.06942678645833335,0.2,0.4,5,1,16:9,960,540,anchor,605.9065,0,0.0,,1,3.1545234174990404,3.1545234174990404,7,vertical,
2434,1,,Pallet_3,random-mix,-0.38430103013103567,5,57.80753426659595,3,100.69972251913218,7,2,0.24077902508942411,0.06257861911196348,0.2,0.4,5,1,16:9,960,540,random,546.1406758862267,2,0.2600516265213826,near-pallet,1,2.5990062501798943,2.5990062501798943,7,diag,
2435,1,,Pallet_1,outdoor-night,-0.15610857254565547,3,22.39939038362986,7,217.82601167618563,5,4,0.7046118794824273,0.09256904861111113,0.6,1.0,5,1,3:2,720,480,anchor,605.9065,0,0.0,,0,1.3137594086422122,1.3137594086422122,5,diag,
2436,1,,Pallet_2,outdoor-day,-0.43801489618858636,5,55.34891165508612,9,283.8662948337742,7,1,0.19143737761428625,0.07099622562491074,0.1,0.2,5,1,4:3,640,480,random,413.06894909038976,0,0.0,,0,3.7085874508768115,3.7085874508768115,7,vertical,
2437,1,,Pallet_0,indoor,-2.580492641606731,3,17.130216534806962,8,261.2910599943224,7,3,0.46462638606240825,0.10414017968750003,0.4,0.6,4,1,4:3,640,480,anchor,605.9065,1,0.17854882358300858,near-camera,1,2.2413746358673654,2.2413746358673654,7,vertical,
2438,1,,Pallet_3,outdoor-day,-2.545902979397782,5,42.06389548711075,4,121.78953803141988,8,0,0.0867059914299885,0.07263612517658223,0.0,0.1,5,1,1:1,560,560,random,369.78390998987317,3,0.37554200667370025,near-pallet,0,8.377290193980759,8.377290193980759,8,none,concrete_road_barrier_02
2439,1,,Pallet_0,indoor,-1.2566349792623088,2,14.317681681215642,8,246.53235419593082,6,3,0.45734980011594734,0.041575193598747756,0.4,0.6,5,1,16:9,960,540,random,362.838053225435,2,0.2474837849239891,near-camera,1,0.9090458460506076,0.9090458460506076,6,lateral,
2440,1,,Pallet_1,outdoor-day,-0.752193824620139,3,19.159868154858792,11,353.09786649277186,6,1,0.1541606317311679,0.08953800933275508,0.1,0.2,5,1,4:3,640,480,random,520.9484179360295,0,0.0,,0,5.808098236707761,5.808098236707761,6,lateral,
2441,1,,Pallet_2,random-mix,-0.2292619292755247,3,21.59370304523024,0,7.457703341348633,5,0,0.09053863168886365,0.07421133331419603,0.0,0.1,5,1,3:2,720,480,random,485.74690896564675,1,0.12247049336398547,near-pallet,1,8.196648428399442,8.196648428399442,8,vertical,
2442,1,,Pallet_3,outdoor-night,-2.8970848197587413,4,33.37045248240686,2,67.77754303234461,8,4,0.7789320938292046,0.06942678645833335,0.6,1.0,5,1,16:9,960,540,anchor,605.9065,0,0.0,,1,0.8913073040428152,0.8913073040428152,4,none,
2443,1,,Pallet_1,outdoor-night,-0.33224289898567516,0,1.8032999339415177,7,211.43311143000767,4,2,0.21992613801680183,0.08532332525900228,0.2,0.4,5,1,4:3,640,480,random,496.4266196887405,1,0.17776257676626392,near-pallet,0,3.8796355007372423,3.8796355007372423,4,lateral,street_lamp_01
2444,1,,Pallet_2,indoor,-2.2916959151115495,2,12.737218052213322,10,313.5750926745675,7,2,0.2013937089843805,0.05670938693886308,0.2,0.4,5,1,4:3,640,480,random,329.9455240079306,0,0.0,,1,2.81584699069529,2.81584699069529,7,diag,
2445,1,,Pallet_0,outdoor-day,-0.2791565853687903,1,6.066359659331868,3,111.41299442862032,5,4,0.9993146133864035,0.10414017968750003,0.6,1.0,4,1,4:3,640,480,anchor,605.9065,3,0.4425102195153024,near-camera,0,1.0421160492649806,1.0421160492649806,4,diag,wooden_crate_01
2446,1,,Pallet_3,indoor,-0.9818229565211949,6,75.21091240284676,9,297.12962135380843,7,1,0.12974983178902588,0.11141356276992143,0.1,0.2,4,1,4:3,640,480,random,648.2243652068155,1,0.13966271708011951,near-camera,0,8.586798243490646,8.586798243490646,8,lateral,Diet_Pepsi_Soda_Cola12_Pack_12_oz_Cans
2447,1,,Pallet_2,random-mix,-0.779469373200802,1,4.606592634030329,5,152.07811452112296,4,3,0.43132810883596046,0.11865714257711812,0.4,0.6,4,1,1:1,560,560,random,604.0727258471468,2,0.313538869657972,near-pallet,1,2.750971711473711,2.750971711473711,4,diag,My_Monopoly_Board_Game
2448,1,,Pallet_0,outdoor-night,-2.8918023983264276,2,14.504281912309779,6,199.77630845703933,6,0,0.06934680222630465,0.042502595409940856,0.0,0.1,5,1,16:9,960,540,random,370.93174175948377,0,0.0,,0,6.128991394763802,6.128991394763802,8,diag,
2449,1,,Pallet_1,outdoor-day,-2.591027493215417,4,32.695720787223934,1,55.99175351777497,5,4,0.7320270749291595,0.09256904861111113,0.6,1.0,5,1,3:2,720,480,anchor,605.9065,3,0.43208043500405086,near-pallet,1,1.2645577162575485,1.2645577162575485,4,vertical,
2450,1,,Pallet_0,indoor,-2.7679169775566344,1,5.091485647653165,0,23.558299343334816,7,2,0.39320592753140415,0.11329741835077342,0.2,0.4,4,1,4:3,640,480,random,659.1849794954089,1,0.14360347770869072,near-camera,0,2.8813761547815098,2.8813761547815098,6,diag,Target_Basket_Medium
2451,1,,Pallet_2,outdoor-night,-1.1734685493808956,3,24.47143757388862,8,257.2116994620158,5,0,0.08625044092723082,0.07385243427069736,0.0,0.1,5,1,4:3,640,480,random,429.68689030223914,0,0.0,,1,8.56255730135993,8.56255730135993,8,diag,
2452,1,,Pallet_3,outdoor-day,-1.6961143281786573,5,44.47728660869296,3,96.97121401404199,6,3,0.4458927153714007,0.09492001057397857,0.4,0.6,5,1,4:3,640,480,random,552.261879703148,2,0.28364145161207865,near-pallet,1,2.128763428999197,2.128763428999197,6,lateral,
2453,1,,Pallet_1,random-mix,-2.9293466024493555,0,0.5429751662921474,10,326.5155476650861,8,1,0.17785389100809193,0.06942678645833335,0.1,0.2,5,1,16:9,960,540,anchor,605.9065,0,0.0,,0,3.9035854692194842,3.9035854692194842,8,none,
2454,1,,Pallet_1,outdoor-day,-2.2933918218718596,0,1.7610512602577746,11,339.0257367769222,6,3,0.4245082623073151,0.08974975786089572,0.4,0.6,5,1,4:3,640,480,random,522.1804093724841,2,0.28980999169505584,near-pallet,1,2.1142052070572657,2.1142052070572657,6,diag,ladder_sectioned_01
2455,1,,Pallet_3,indoor,-0.09822215957669478,6,60.28425757397951,1,46.64047242380468,8,2,0.2087856565203803,0.0347217696289854,0.2,0.4,5,1,16:9,960,540,random,303.0263531256907,0,0.0,,0,1.6630342432357696,1.6630342432357696,8,none,
2456,1,,Pallet_0,random-mix,-0.31360265182585945,3,23.17020145483781,9,278.6031148468368,6,1,0.1655702624962687,0.10414017968750003,0.1,0.2,4,1,4:3,640,480,anchor,605.9065,1,0.18617531244099406,near-camera,0,6.289787677895777,6.289787677895777,6,lateral,Room_Essentials_Fabric_Cube_Lavender
2457,1,,Pallet_2,outdoor-day,-1.6482287126722397,4,38.59548067477057,5,177.7659316492785,6,4,0.8589316296095115,0.11901734821428574,0.6,1.0,4,1,1:1,560,560,anchor,605.9065,0,0.0,,1,1.3856440269686372,1.3856440269686372,4,vertical,
2458,1,,Pallet_3,outdoor-night,-0.2815452586316587,6,76.90659096055533,6,200.13017038967035,6,0,0.08243649786992932,0.07983330232123453,0.0,0.1,5,1,3:2,720,480,random,522.5452515571715,3,0.4281020930373548,near-pallet,1,9.684218081073485,9.684218081073485,8,vertical,
2459,1,,Pallet_2,outdoor-night,-1.0566730382894434,4,37.85807527878962,7,211.83767068374772,5,3,0.5378461184967727,0.1019319116100219,0.4,0.6,4,1,4:3,640,480,random,593.0583948219455,2,0.34428905170645296,near-camera,0,1.895187268338231,1.895187268338231,6,diag,old_military_crate
2460,1,,Pallet_1,random-mix,-1.3323344302529192,4,31.901886564488127,2,69.19344107763723,4,1,0.1840337139165443,0.08519830757806506,0.1,0.2,5,1,3:2,720,480,random,557.6616496018803,1,0.12570364129375977,near-pallet,1,4.6294945510201915,4.6294945510201915,7,vertical,
2461,0,v_below_min,Pallet_0,indoor,-2.1297614763325186,5,48.36769387675194,4,142.9351083844834,8,4,0.8668017122614193,0.06942678645833335,0.6,1.0,5,1,16:9,960,540,anchor,605.9065,0,0.0,,0,0.8009534992403762,,,,
2462,0,v_below_min,Pallet_0,indoor,-2.549470957414288,5,46.44718194240583,4,130.25774019157336,8,4,0.8639624328124536,0.05173021842053142,0.6,1.0,5,1,16:9,960,540,random,451.46372439736507,3,0.4187483129411764,near-camera,0,0.5987554140766773,,,,
2463,1,,Pallet_0,indoor,0.12262396424821675,1,4.020840619029425,4,124.84762043567507,6,2,0.2248421437885135,0.10414017968750003,0.2,0.4,4,1,4:3,640,480,anchor,605.9065,0,0.0,,0,4.6317019546591,4.6317019546591,5,vertical,
2464,1,,Pallet_0,outdoor-day,-0.6550138196823991,3,22.263700434520864,2,82.78542546937133,7,0,0.0724736266386165,0.03988006559146304,0.0,0.1,5,1,16:9,960,540,random,348.0442087982228,1,0.1129156756577292,near-camera,0,5.50270042236489,5.50270042236489,8,lateral,traffic_barricade_01
2465,1,,Pallet_2,outdoor-night,-1.1949791198862771,1,5.6319217235638455,5,174.62611862209977,4,4,0.8362006936081973,0.0987220876855501,0.6,1.0,5,1,4:3,640,480,random,574.3830556250188,0,0.0,,1,1.180602795957575,1.180602795957575,4,lateral,
2466,1,,Pallet_1,indoor,-0.13391231798515157,2,12.357576114314405,10,303.5705784447576,5,2,0.30572669248461615,0.0660258106235666,0.2,0.4,5,1,16:9,960,540,random,576.2252563511266,0,0.0,,0,2.159635133163551,2.159635133163551,6,lateral,
2467,1,,Pallet_3,outdoor-day,-1.2707612264486645,5,41.314981269920686,6,207.7605168676593,7,3,0.5421812750730461,0.09299220971411964,0.4,0.6,5,1,4:3,640,480,random,541.0455837912415,2,0.22545059776226942,near-pallet,1,1.7151497845732708,1.7151497845732708,7,diag,
2468,1,,Pallet_2,outdoor-night,-2.0704609641969665,3,16.736143328721283,9,276.9599841437834,8,1,0.19666231551369645,0.11901734821428574,0.1,0.2,4,1,1:1,560,560,anchor,605.9065,3,0.3912082166300286,near-pallet,0,6.051863464711257,6.051863464711257,8,none,concrete_road_barrier_02
2469,1,,Pallet_3,indoor,-1.1791647464816086,1,5.435937012586599,11,349.863045914144,6,0,0.09183085749006006,0.09146975351745694,0.0,0.1,5,1,4:3,640,480,random,532.1876568288403,1,0.16036594938034932,near-pallet,1,9.960677273144029,9.960677273144029,8,diag,
2470,1,,Pallet_1,outdoor-day,-0.7324523957367908,5,55.09195233353978,4,144.93395192330368,5,4,0.6131355337628511,0.1146525043583029,0.6,1.0,4,1,4:3,640,480,random,667.0691162664896,0,0.0,,1,1.8699373636799896,1.8699373636799896,6,vertical,
2471,1,,Pallet_0,random-mix,-2.3064164551078288,1,4.264706863926874,3,102.15053376971021,5,1,0.14646528139975315,0.09256904861111113,0.1,0.2,5,1,3:2,720,480,anchor,605.9065,3,0.370769491645405,near-camera,0,6.320204196273585,6.320204196273585,6,diag,fire_hydrant
2472,1,,Pallet_1,random-mix,-0.14528166959516264,2,12.668801147788432,7,211.17713276988837,4,3,0.5652280900225451,0.10840005503853313,0.4,0.6,4,1,4:3,640,480,random,630.6912293151017,0,0.0,,0,1.9178108263198559,1.9178108263198559,4,lateral,
2473,0,v_below_min,Pallet_2,outdoor-day,-2.7460960723765035,3,18.398049372549853,1,47.13599504935755,4,4,0.9744027714426351,0.056605687983993104,0.6,1.0,5,1,16:9,960,540,random,494.01327695121256,2,0.31646474312031503,near-camera,1,0.5809270010612402,,,,
2474,1,,Pallet_2,indoor,-1.3705827993158255,4,28.965403694604362,8,259.59649076056894,7,2,0.3697970749024774,0.06942678645833335,0.2,0.4,5,1,16:9,960,540,anchor,605.9065,0,0.0,,1,1.8774293029938793,1.8774293029938793,7,diag,
2475,1,,Pallet_0,outdoor-night,-2.6485722384777435,5,47.116081118739075,1,36.425711858685446,8,0,0.09877519478462832,0.06745582518004904,0.0,0.1,5,1,16:9,960,540,random,588.7053833895188,1,0.18695872353262208,near-camera,1,6.829227249526691,6.829227249526691,8,none,
2476,1,,Pallet_3,outdoor-day,-2.4536586193993375,2,13.316343791931473,0,19.95717731253609,6,4,0.7599366656583273,0.07999022972894049,0.6,1.0,5,1,4:3,640,480,random,465.3977002411082,2,0.23325527811276,near-pallet,0,1.052590740040758,1.052590740040758,4,vertical,construction_sign_01
2477,1,,Pallet_1,random-mix,-1.6778814693549615,4,37.42618242468742,11,357.21160739665555,8,0,0.09683881273948569,0.08759844388289942,0.0,0.1,5,1,4:3,640,480,random,509.66367350050564,3,0.42256824544654137,near-pallet,1,9.04579903499596,9.04579903499596,8,none,
2478,0,C1,Pallet_2,indoor,-2.842691770919687,3,22.103422308743955,5,160.75789889884683,5,4,0.6103591836507387,0.03720443590905204,0.6,1.0,5,1,16:9,960,540,random,324.693258842636,1,0.14089490463694948,near-pallet,0,0.6095498667935381,,,,
2479,1,,Pallet_2,outdoor-day,0.07098543942510238,2,14.926519088285005,5,169.27832063188495,6,3,0.4525538554497969,0.06739296175116875,0.4,0.6,5,1,1:1,560,560,random,343.09144164231367,1,0.12328888615340834,near-camera,0,1.4891699836296026,1.4891699836296026,6,lateral,wooden_crate_01
