usable_slot,proposal_index,stage,primary_reject_reason,reject_reason,runtime_s,explicit_occluder_placed,explicit_solver_fail_reason
1437,2110,mode_filter,proposal_skip:mode_requires_explicit_occluder,proposal_skip:mode_requires_explicit_occluder,,,
1437,2111,render,usable_reject:rendered|usable_reject:realize_ok,usable_reject:rendered|usable_reject:realize_ok|usable_reject:mask_invariants_pass:unknown|usable_reject:ground_continuity_pass:unknown|usable_reject:no_corrupt_rgb:unknown|usable_reject:no_corrupt_mask:unknown|usable_reject:camera_distance_within_limit:unknown|usable_reject:mask_m0_non_empty:unknown|usable_reject:no_magenta:unknown|usable_reject:mask_pixel_inclusion:unknown|usable_reject:no_stale_cross_frame_mask:unknown|gate_fail:G1:unknown|gate_fail:G2:unknown|gate_fail:G3:unknown|gate_fail:G4:unknown|gate_fail:G5:unknown,39.50914764404297,,bounded_local_search_exhausted
1437,2112,render,usable_reject:rendered|usable_reject:realize_ok,usable_reject:rendered|usable_reject:realize_ok|usable_reject:mask_invariants_pass:unknown|usable_reject:ground_continuity_pass:unknown|usable_reject:no_corrupt_rgb:unknown|usable_reject:no_corrupt_mask:unknown|usable_reject:camera_distance_within_limit:unknown|usable_reject:mask_m0_non_empty:unknown|usable_reject:no_magenta:unknown|usable_reject:mask_pixel_inclusion:unknown|usable_reject:no_stale_cross_frame_mask:unknown|gate_fail:G1:unknown|gate_fail:G2:unknown|gate_fail:G3:unknown|gate_fail:G4:unknown|gate_fail:G5:unknown,30.596298217773438,,bounded_local_search_exhausted
1437,2113,mode_filter,proposal_skip:mode_requires_explicit_occluder,proposal_skip:mode_requires_explicit_occluder,,,
1437,2114,render,usable_reject:rendered|usable_reject:realize_ok,usable_reject:rendered|usable_reject:realize_ok|usable_reject:mask_invariants_pass:unknown|usable_reject:ground_continuity_pass:unknown|usable_reject:no_corrupt_rgb:unknown|usable_reject:no_corrupt_mask:unknown|usable_reject:camera_distance_within_limit:unknown|usable_reject:mask_m0_non_empty:unknown|usable_reject:no_magenta:unknown|usable_reject:mask_pixel_inclusion:unknown|usable_reject:no_stale_cross_frame_mask:unknown|gate_fail:G1:unknown|gate_fail:G2:unknown|gate_fail:G3:unknown|gate_fail:G4:unknown|gate_fail:G5:unknown,68.21898102760315,,bounded_local_search_exhausted
1437,2115,render,usable_reject:rendered|usable_reject:realize_ok,usable_reject:rendered|usable_reject:realize_ok|usable_reject:mask_invariants_pass:unknown|usable_reject:ground_continuity_pass:unknown|usable_reject:no_corrupt_rgb:unknown|usable_reject:no_corrupt_mask:unknown|usable_reject:camera_distance_within_limit:unknown|usable_reject:mask_m0_non_empty:unknown|usable_reject:no_magenta:unknown|usable_reject:mask_pixel_inclusion:unknown|usable_reject:no_stale_cross_frame_mask:unknown|gate_fail:G1:unknown|gate_fail:G2:unknown|gate_fail:G3:unknown|gate_fail:G4:unknown|gate_fail:G5:unknown,58.8755087852478,,bounded_local_search_exhausted
1438,2117,mode_filter,proposal_skip:mode_requires_explicit_occluder,proposal_skip:mode_requires_explicit_occluder,,,
1439,2119,mode_filter,proposal_skip:mode_requires_explicit_occluder,proposal_skip:mode_requires_explicit_occluder,,,
1439,2120,render,usable_reject:rendered|usable_reject:realize_ok,usable_reject:rendered|usable_reject:realize_ok|usable_reject:mask_invariants_pass:unknown|usable_reject:ground_continuity_pass:unknown|usable_reject:no_corrupt_rgb:unknown|usable_reject:no_corrupt_mask:unknown|usable_reject:camera_distance_within_limit:unknown|usable_reject:mask_m0_non_empty:unknown|usable_reject:no_magenta:unknown|usable_reject:mask_pixel_inclusion:unknown|usable_reject:no_stale_cross_frame_mask:unknown|gate_fail:G1:unknown|gate_fail:G2:unknown|gate_fail:G3:unknown|gate_fail:G4:unknown|gate_fail:G5:unknown,63.2094042301178,,bounded_local_search_exhausted
1439,2121,mode_filter,proposal_skip:mode_requires_explicit_occluder,proposal_skip:mode_requires_explicit_occluder,,,
1439,2122,mode_filter,proposal_skip:mode_requires_explicit_occluder,proposal_skip:mode_requires_explicit_occluder,,,
1439,2123,render,usable_reject:rendered|usable_reject:realize_ok,usable_reject:rendered|usable_reject:realize_ok|usable_reject:camera_clearance_pass:unknown|usable_reject:support_pass:unknown|usable_reject:mask_invariants_pass:unknown|usable_reject:ground_continuity_pass:unknown|usable_reject:no_corrupt_rgb:unknown|usable_reject:no_corrupt_mask:unknown|usable_reject:exact_collision_zero:unknown|usable_reject:camera_distance_within_limit:unknown|usable_reject:mask_m0_non_empty:unknown|usable_reject:no_magenta:unknown|usable_reject:mask_pixel_inclusion:unknown|usable_reject:no_stale_cross_frame_mask:unknown|gate_fail:G1:unknown|gate_fail:G2:unknown|gate_fail:G3:unknown|gate_fail:G4:unknown|gate_fail:G5:unknown,2.1457672119140625e-06,,diagnostic_explicit_proposal_failed
1439,2124,render,usable_reject:rendered|usable_reject:realize_ok,usable_reject:rendered|usable_reject:realize_ok|usable_reject:mask_invariants_pass:unknown|usable_reject:ground_continuity_pass:unknown|usable_reject:no_corrupt_rgb:unknown|usable_reject:no_corrupt_mask:unknown|usable_reject:camera_distance_within_limit:unknown|usable_reject:mask_m0_non_empty:unknown|usable_reject:no_magenta:unknown|usable_reject:mask_pixel_inclusion:unknown|usable_reject:no_stale_cross_frame_mask:unknown|gate_fail:G1:unknown|gate_fail:G2:unknown|gate_fail:G3:unknown|gate_fail:G4:unknown|gate_fail:G5:unknown,51.598371505737305,,bounded_local_search_exhausted
1439,2125,render,usable_reject:rendered|usable_reject:realize_ok,usable_reject:rendered|usable_reject:realize_ok|usable_reject:mask_invariants_pass:unknown|usable_reject:ground_continuity_pass:unknown|usable_reject:no_corrupt_rgb:unknown|usable_reject:no_corrupt_mask:unknown|usable_reject:camera_distance_within_limit:unknown|usable_reject:mask_m0_non_empty:unknown|usable_reject:no_magenta:unknown|usable_reject:mask_pixel_inclusion:unknown|usable_reject:no_stale_cross_frame_mask:unknown|gate_fail:G1:unknown|gate_fail:G2:unknown|gate_fail:G3:unknown|gate_fail:G4:unknown|gate_fail:G5:unknown,38.633904695510864,,bounded_local_search_exhausted
1439,2126,mode_filter,proposal_skip:mode_requires_explicit_occluder,proposal_skip:mode_requires_explicit_occluder,,,
1439,2127,render,usable_reject:rendered|usable_reject:realize_ok,usable_reject:rendered|usable_reject:realize_ok|usable_reject:mask_invariants_pass:unknown|usable_reject:ground_continuity_pass:unknown|usable_reject:no_corrupt_rgb:unknown|usable_reject:no_corrupt_mask:unknown|usable_reject:camera_distance_within_limit:unknown|usable_reject:mask_m0_non_empty:unknown|usable_reject:no_magenta:unknown|usable_reject:mask_pixel_inclusion:unknown|usable_reject:no_stale_cross_frame_mask:unknown|gate_fail:G1:unknown|gate_fail:G2:unknown|gate_fail:G3:unknown|gate_fail:G4:unknown|gate_fail:G5:unknown,83.2755343914032,,bounded_local_search_exhausted
1439,2128,mode_filter,proposal_skip:mode_requires_explicit_occluder,proposal_skip:mode_requires_explicit_occluder,,,
1439,2129,render,usable_reject:rendered|usable_reject:realize_ok,usable_reject:rendered|usable_reject:realize_ok|usable_reject:mask_invariants_pass:unknown|usable_reject:ground_continuity_pass:unknown|usable_reject:no_corrupt_rgb:unknown|usable_reject:no_corrupt_mask:unknown|usable_reject:camera_distance_within_limit:unknown|usable_reject:mask_m0_non_empty:unknown|usable_reject:no_magenta:unknown|usable_reject:mask_pixel_inclusion:unknown|usable_reject:no_stale_cross_frame_mask:unknown|gate_fail:G1:unknown|gate_fail:G2:unknown|gate_fail:G3:unknown|gate_fail:G4:unknown|gate_fail:G5:unknown,66.82234859466553,,bounded_local_search_exhausted
1439,2130,render,gate_fail:G5,gate_fail:G5,65.91864156723022,True,
1439,2131,mode_filter,proposal_skip:mode_requires_explicit_occluder,proposal_skip:mode_requires_explicit_occluder,,,
1439,2132,render,usable_reject:rendered|usable_reject:realize_ok,usable_reject:rendered|usable_reject:realize_ok|usable_reject:mask_invariants_pass:unknown|usable_reject:ground_continuity_pass:unknown|usable_reject:no_corrupt_rgb:unknown|usable_reject:no_corrupt_mask:unknown|usable_reject:camera_distance_within_limit:unknown|usable_reject:mask_m0_non_empty:unknown|usable_reject:no_magenta:unknown|usable_reject:mask_pixel_inclusion:unknown|usable_reject:no_stale_cross_frame_mask:unknown|gate_fail:G1:unknown|gate_fail:G2:unknown|gate_fail:G3:unknown|gate_fail:G4:unknown|gate_fail:G5:unknown,70.30629849433899,,bounded_local_search_exhausted
1439,2133,mode_filter,proposal_skip:mode_requires_explicit_occluder,proposal_skip:mode_requires_explicit_occluder,,,
1441,2136,mode_filter,proposal_skip:mode_requires_explicit_occluder,proposal_skip:mode_requires_explicit_occluder,,,
1441,2137,solve,solve_reject:C1,solve_reject:C1,,,
1441,2138,render,usable_reject:rendered|usable_reject:realize_ok,usable_reject:rendered|usable_reject:realize_ok|usable_reject:mask_invariants_pass:unknown|usable_reject:ground_continuity_pass:unknown|usable_reject:no_corrupt_rgb:unknown|usable_reject:no_corrupt_mask:unknown|usable_reject:camera_distance_within_limit:unknown|usable_reject:mask_m0_non_empty:unknown|usable_reject:no_magenta:unknown|usable_reject:mask_pixel_inclusion:unknown|usable_reject:no_stale_cross_frame_mask:unknown|gate_fail:G1:unknown|gate_fail:G2:unknown|gate_fail:G3:unknown|gate_fail:G4:unknown|gate_fail:G5:unknown,41.69210767745972,,bounded_local_search_exhausted
1441,2139,render,usable_reject:rendered|usable_reject:realize_ok,usable_reject:rendered|usable_reject:realize_ok|usable_reject:mask_invariants_pass:unknown|usable_reject:ground_continuity_pass:unknown|usable_reject:no_corrupt_rgb:unknown|usable_reject:no_corrupt_mask:unknown|usable_reject:camera_distance_within_limit:unknown|usable_reject:mask_m0_non_empty:unknown|usable_reject:no_magenta:unknown|usable_reject:mask_pixel_inclusion:unknown|usable_reject:no_stale_cross_frame_mask:unknown|gate_fail:G1:unknown|gate_fail:G2:unknown|gate_fail:G3:unknown|gate_fail:G4:unknown|gate_fail:G5:unknown,44.398682594299316,,bounded_local_search_exhausted
1441,2140,render,usable_reject:rendered|usable_reject:realize_ok,usable_reject:rendered|usable_reject:realize_ok|usable_reject:mask_invariants_pass:unknown|usable_reject:ground_continuity_pass:unknown|usable_reject:no_corrupt_rgb:unknown|usable_reject:no_corrupt_mask:unknown|usable_reject:camera_distance_within_limit:unknown|usable_reject:mask_m0_non_empty:unknown|usable_reject:no_magenta:unknown|usable_reject:mask_pixel_inclusion:unknown|usable_reject:no_stale_cross_frame_mask:unknown|gate_fail:G1:unknown|gate_fail:G2:unknown|gate_fail:G3:unknown|gate_fail:G4:unknown|gate_fail:G5:unknown,63.97830247879028,,bounded_local_search_exhausted
1441,2141,mode_filter,proposal_skip:mode_requires_explicit_occluder,proposal_skip:mode_requires_explicit_occluder,,,
1441,2142,mode_filter,proposal_skip:mode_requires_explicit_occluder,proposal_skip:mode_requires_explicit_occluder,,,
1441,2143,render,usable_reject:rendered|usable_reject:realize_ok,usable_reject:rendered|usable_reject:realize_ok|usable_reject:mask_invariants_pass:unknown|usable_reject:ground_continuity_pass:unknown|usable_reject:no_corrupt_rgb:unknown|usable_reject:no_corrupt_mask:unknown|usable_reject:camera_distance_within_limit:unknown|usable_reject:mask_m0_non_empty:unknown|usable_reject:no_magenta:unknown|usable_reject:mask_pixel_inclusion:unknown|usable_reject:no_stale_cross_frame_mask:unknown|gate_fail:G1:unknown|gate_fail:G2:unknown|gate_fail:G3:unknown|gate_fail:G4:unknown|gate_fail:G5:unknown,60.48317813873291,,bounded_local_search_exhausted
1441,2144,solve,solve_reject:C1,solve_reject:C1,,,
1442,2146,mode_filter,proposal_skip:mode_requires_explicit_occluder,proposal_skip:mode_requires_explicit_occluder,,,
1442,2147,mode_filter,proposal_skip:mode_requires_explicit_occluder,proposal_skip:mode_requires_explicit_occluder,,,
1442,2148,render,usable_reject:rendered|usable_reject:realize_ok,usable_reject:rendered|usable_reject:realize_ok|usable_reject:mask_invariants_pass:unknown|usable_reject:ground_continuity_pass:unknown|usable_reject:no_corrupt_rgb:unknown|usable_reject:no_corrupt_mask:unknown|usable_reject:camera_distance_within_limit:unknown|usable_reject:mask_m0_non_empty:unknown|usable_reject:no_magenta:unknown|usable_reject:mask_pixel_inclusion:unknown|usable_reject:no_stale_cross_frame_mask:unknown|gate_fail:G1:unknown|gate_fail:G2:unknown|gate_fail:G3:unknown|gate_fail:G4:unknown|gate_fail:G5:unknown,42.15761852264404,,bounded_local_search_exhausted
1442,2149,render,usable_reject:rendered|usable_reject:realize_ok,usable_reject:rendered|usable_reject:realize_ok|usable_reject:mask_invariants_pass:unknown|usable_reject:ground_continuity_pass:unknown|usable_reject:no_corrupt_rgb:unknown|usable_reject:no_corrupt_mask:unknown|usable_reject:camera_distance_within_limit:unknown|usable_reject:mask_m0_non_empty:unknown|usable_reject:no_magenta:unknown|usable_reject:mask_pixel_inclusion:unknown|usable_reject:no_stale_cross_frame_mask:unknown|gate_fail:G1:unknown|gate_fail:G2:unknown|gate_fail:G3:unknown|gate_fail:G4:unknown|gate_fail:G5:unknown,107.65707349777222,,bounded_local_search_exhausted
1443,2151,mode_filter,proposal_skip:mode_requires_explicit_occluder,proposal_skip:mode_requires_explicit_occluder,,,
1444,2153,mode_filter,proposal_skip:mode_requires_explicit_occluder,proposal_skip:mode_requires_explicit_occluder,,,
1444,2154,render,usable_reject:rendered|usable_reject:realize_ok,usable_reject:rendered|usable_reject:realize_ok|usable_reject:mask_invariants_pass:unknown|usable_reject:ground_continuity_pass:unknown|usable_reject:no_corrupt_rgb:unknown|usable_reject:no_corrupt_mask:unknown|usable_reject:camera_distance_within_limit:unknown|usable_reject:mask_m0_non_empty:unknown|usable_reject:no_magenta:unknown|usable_reject:mask_pixel_inclusion:unknown|usable_reject:no_stale_cross_frame_mask:unknown|gate_fail:G1:unknown|gate_fail:G2:unknown|gate_fail:G3:unknown|gate_fail:G4:unknown|gate_fail:G5:unknown,45.83876132965088,,bounded_local_search_exhausted
1445,2156,mode_filter,proposal_skip:mode_requires_explicit_occluder,proposal_skip:mode_requires_explicit_occluder,,,
1445,2157,mode_filter,proposal_skip:mode_requires_explicit_occluder,proposal_skip:mode_requires_explicit_occluder,,,
1445,2158,render,usable_reject:rendered|usable_reject:realize_ok,usable_reject:rendered|usable_reject:realize_ok|usable_reject:mask_invariants_pass:unknown|usable_reject:ground_continuity_pass:unknown|usable_reject:no_corrupt_rgb:unknown|usable_reject:no_corrupt_mask:unknown|usable_reject:camera_distance_within_limit:unknown|usable_reject:mask_m0_non_empty:unknown|usable_reject:no_magenta:unknown|usable_reject:mask_pixel_inclusion:unknown|usable_reject:no_stale_cross_frame_mask:unknown|gate_fail:G1:unknown|gate_fail:G2:unknown|gate_fail:G3:unknown|gate_fail:G4:unknown|gate_fail:G5:unknown,58.16163730621338,,bounded_local_search_exhausted
1445,2159,mode_filter,proposal_skip:mode_requires_explicit_occluder,proposal_skip:mode_requires_explicit_occluder,,,
1446,2161,render,usable_reject:rendered|usable_reject:realize_ok,usable_reject:rendered|usable_reject:realize_ok|usable_reject:mask_invariants_pass:unknown|usable_reject:ground_continuity_pass:unknown|usable_reject:no_corrupt_rgb:unknown|usable_reject:no_corrupt_mask:unknown|usable_reject:camera_distance_within_limit:unknown|usable_reject:mask_m0_non_empty:unknown|usable_reject:no_magenta:unknown|usable_reject:mask_pixel_inclusion:unknown|usable_reject:no_stale_cross_frame_mask:unknown|gate_fail:G1:unknown|gate_fail:G2:unknown|gate_fail:G3:unknown|gate_fail:G4:unknown|gate_fail:G5:unknown,19.145799160003662,,bounded_local_search_exhausted
1446,2162,mode_filter,proposal_skip:mode_requires_explicit_occluder,proposal_skip:mode_requires_explicit_occluder,,,
1446,2163,render,usable_reject:rendered|usable_reject:realize_ok,usable_reject:rendered|usable_reject:realize_ok|usable_reject:mask_invariants_pass:unknown|usable_reject:ground_continuity_pass:unknown|usable_reject:no_corrupt_rgb:unknown|usable_reject:no_corrupt_mask:unknown|usable_reject:camera_distance_within_limit:unknown|usable_reject:mask_m0_non_empty:unknown|usable_reject:no_magenta:unknown|usable_reject:mask_pixel_inclusion:unknown|usable_reject:no_stale_cross_frame_mask:unknown|gate_fail:G1:unknown|gate_fail:G2:unknown|gate_fail:G3:unknown|gate_fail:G4:unknown|gate_fail:G5:unknown,77.7196614742279,,bounded_local_search_exhausted
1446,2164,solve,solve_reject:d_occ_fail,solve_reject:d_occ_fail,,,
1446,2165,solve,solve_reject:C1,solve_reject:C1,,,
1447,2167,mode_filter,proposal_skip:mode_requires_explicit_occluder,proposal_skip:mode_requires_explicit_occluder,,,
1447,2168,solve,solve_reject:d_occ_fail,solve_reject:d_occ_fail,,,
1447,2169,solve,solve_reject:d_occ_fail,solve_reject:d_occ_fail,,,
1447,2170,solve,solve_reject:C1,solve_reject:C1,,,
1447,2171,solve,solve_reject:C1,solve_reject:C1,,,
1447,2172,render,usable_reject:rendered|usable_reject:realize_ok,usable_reject:rendered|usable_reject:realize_ok|usable_reject:mask_invariants_pass:unknown|usable_reject:ground_continuity_pass:unknown|usable_reject:no_corrupt_rgb:unknown|usable_reject:no_corrupt_mask:unknown|usable_reject:camera_distance_within_limit:unknown|usable_reject:mask_m0_non_empty:unknown|usable_reject:no_magenta:unknown|usable_reject:mask_pixel_inclusion:unknown|usable_reject:no_stale_cross_frame_mask:unknown|gate_fail:G1:unknown|gate_fail:G2:unknown|gate_fail:G3:unknown|gate_fail:G4:unknown|gate_fail:G5:unknown,44.34885120391846,,bounded_local_search_exhausted
1447,2173,solve,solve_reject:d_occ_fail,solve_reject:d_occ_fail,,,
1447,2174,mode_filter,proposal_skip:mode_requires_explicit_occluder,proposal_skip:mode_requires_explicit_occluder,,,
1448,2176,render,usable_reject:rendered|usable_reject:realize_ok,usable_reject:rendered|usable_reject:realize_ok|usable_reject:mask_invariants_pass:unknown|usable_reject:ground_continuity_pass:unknown|usable_reject:no_corrupt_rgb:unknown|usable_reject:no_corrupt_mask:unknown|usable_reject:camera_distance_within_limit:unknown|usable_reject:mask_m0_non_empty:unknown|usable_reject:no_magenta:unknown|usable_reject:mask_pixel_inclusion:unknown|usable_reject:no_stale_cross_frame_mask:unknown|gate_fail:G1:unknown|gate_fail:G2:unknown|gate_fail:G3:unknown|gate_fail:G4:unknown|gate_fail:G5:unknown,65.76186156272888,,bounded_local_search_exhausted
1448,2177,render,usable_reject:rendered|usable_reject:realize_ok,usable_reject:rendered|usable_reject:realize_ok|usable_reject:mask_invariants_pass:unknown|usable_reject:ground_continuity_pass:unknown|usable_reject:no_corrupt_rgb:unknown|usable_reject:no_corrupt_mask:unknown|usable_reject:camera_distance_within_limit:unknown|usable_reject:mask_m0_non_empty:unknown|usable_reject:no_magenta:unknown|usable_reject:mask_pixel_inclusion:unknown|usable_reject:no_stale_cross_frame_mask:unknown|gate_fail:G1:unknown|gate_fail:G2:unknown|gate_fail:G3:unknown|gate_fail:G4:unknown|gate_fail:G5:unknown,44.61581301689148,,bounded_local_search_exhausted
1449,2179,mode_filter,proposal_skip:mode_requires_explicit_occluder,proposal_skip:mode_requires_explicit_occluder,,,
1449,2180,mode_filter,proposal_skip:mode_requires_explicit_occluder,proposal_skip:mode_requires_explicit_occluder,,,
